,Full name,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
404,Jeff Dowtin,24,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Javin DeLaurier,23,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
406,Anthony Edwards,20,72,72,34.3,7.6,17.3,.441,3.0,8.4,.357,4.6,8.9,.519,.527,3.1,3.9,.786,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3
407,Karl-Anthony Towns,26,74,74,33.5,8.7,16.4,.529,2.0,4.9,.410,6.6,11.5,.580,.591,5.2,6.3,.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6
408,D'Angelo Russell,25,65,65,32.0,6.2,15.0,.411,2.7,8.0,.340,3.5,7.0,.492,.502,3.0,3.7,.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1
409,Jaden McDaniels,21,70,31,25.8,3.6,7.9,.460,1.1,3.6,.317,2.5,4.3,.579,.532,0.8,1.0,.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2
410,Patrick Beverley,33,58,54,25.4,3.1,7.5,.406,1.4,4.2,.343,1.6,3.3,.485,.501,1.7,2.3,.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2
411,Jarred Vanderbilt,22,74,67,25.4,2.9,4.9,.587,0.0,0.2,.143,2.8,4.7,.605,.590,1.2,1.8,.656,2.9,5.5,8.4,1.3,1.3,0.6,1.0,2.4,6.9
412,Malik Beasley,25,79,18,25.0,4.2,10.8,.391,3.0,8.1,.377,1.2,2.7,.432,.532,0.6,0.8,.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1
413,Greg Monroe,31,4,0,20.3,3.3,5.5,.591,0.0,0.0,,3.3,5.5,.591,.591,0.8,1.8,.429,1.5,4.5,6.0,4.0,1.0,1.5,1.8,2.3,7.3
414,Taurean Prince,27,69,8,17.1,2.6,5.7,.454,1.2,3.3,.376,1.3,2.3,.565,.564,0.9,1.2,.756,0.4,2.1,2.5,1.0,0.7,0.3,0.8,1.7,7.3
415,Naz Reid,22,77,6,15.8,3.0,6.2,.489,0.7,2.2,.343,2.3,4.0,.568,.549,1.5,1.9,.765,1.3,2.6,3.9,0.9,0.5,0.9,1.1,2.2,8.3
416,Jaylen Nowell,22,62,1,15.7,3.2,6.7,.475,1.0,2.6,.394,2.1,4.1,.526,.551,1.2,1.5,.783,0.4,1.6,2.0,2.1,0.4,0.2,0.6,1.2,8.5
417,Jordan McLaughlin,25,62,3,14.5,1.4,3.2,.440,0.4,1.4,.318,1.0,1.9,.530,.508,0.5,0.6,.750,0.4,1.2,1.5,2.9,0.9,0.2,0.6,0.9,3.8
418,Josh Okogie,23,49,6,10.5,0.9,2.1,.404,0.3,1.0,.298,0.6,1.2,.491,.471,0.7,1.0,.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7
419,Nathan Knight,24,37,2,7.2,1.2,2.4,.511,0.1,0.4,.308,1.1,2.0,.547,.534,1.2,1.6,.733,0.9,1.4,2.3,0.6,0.2,0.2,0.5,1.1,3.7
420,Leandro Bolmaro,21,35,2,6.9,0.5,1.5,.315,0.1,0.5,.278,0.3,1.0,.333,.361,0.3,0.4,.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4
421,Jake Layman,27,34,1,6.8,0.9,2.1,.411,0.2,1.0,.229,0.6,1.1,.579,.466,0.4,0.5,.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4
422,McKinley Wright IV,23,5,0,3.8,0.4,0.6,.667,0.2,0.4,.500,0.2,0.2,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.0
423,Chris Silva,25,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Brandon Ingram,24,55,55,34.0,8.2,17.9,.461,1.3,4.1,.327,6.9,13.8,.501,.498,4.8,5.9,.826,0.6,5.2,5.8,5.6,0.6,0.5,2.7,2.2,22.7
425,CJ McCollum,30,26,26,33.8,9.5,19.2,.493,2.7,6.9,.394,6.7,12.3,.549,.564,2.6,3.9,.667,0.7,3.7,4.5,5.8,1.3,0.0,2.2,1.7,24.3
426,Josh Hart,26,41,40,33.5,4.8,9.4,.505,1.0,3.2,.323,3.7,6.2,.598,.560,2.8,3.8,.753,1.3,6.5,7.8,4.1,1.1,0.3,2.0,2.9,13.4
427,Jonas Valančiūnas,29,74,74,30.3,6.9,12.7,.544,0.8,2.1,.361,6.1,10.5,.581,.574,3.2,3.9,.820,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8
428,Herbert Jones,23,78,69,29.9,3.5,7.4,.476,0.7,2.2,.337,2.8,5.2,.533,.525,1.8,2.1,.840,1.3,2.5,3.8,2.1,1.7,0.8,1.3,3.1,9.5
429,Devonte' Graham,26,76,63,28.4,3.9,10.7,.363,2.5,7.4,.341,1.4,3.3,.413,.481,1.6,1.8,.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9
430,Nickeil Alexander-Walker,23,50,19,26.3,4.7,12.6,.375,1.9,6.1,.311,2.8,6.5,.434,.450,1.4,1.9,.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8
431,Larry Nance Jr.,29,9,0,20.2,3.0,5.4,.551,0.4,0.9,.500,2.6,4.6,.561,.592,0.9,0.9,1.000,1.6,2.8,4.3,0.9,0.6,0.8,1.1,1.9,7.3
432,Jaxson Hayes,21,70,28,20.0,3.5,5.7,.616,0.3,0.8,.351,3.2,4.9,.660,.641,2.1,2.7,.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3
433,Garrett Temple,35,59,16,18.6,1.9,5.0,.376,1.0,3.1,.319,0.9,1.9,.473,.476,0.5,0.7,.683,0.5,1.9,2.4,1.3,0.7,0.4,0.7,1.4,5.2
434,Tony Snell,30,15,2,18.5,2.2,4.9,.446,1.4,3.5,.396,0.8,1.4,.571,.588,0.1,0.1,1.000,0.3,1.7,2.1,0.5,0.5,0.1,0.5,1.7,5.9
435,Willy Hernangómez,27,50,8,16.8,3.4,6.5,.520,0.1,0.2,.333,3.3,6.3,.527,.526,2.2,2.8,.773,2.9,3.9,6.8,1.3,0.4,0.4,1.0,1.9,9.1
436,Jose Alvarado,23,54,1,15.4,2.4,5.4,.446,0.6,2.0,.291,1.8,3.4,.538,.500,0.7,1.0,.679,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4,6.1
437,Tomáš Satoranský,30,32,3,15.0,1.0,3.3,.299,0.2,1.0,.161,0.8,2.4,.355,.322,0.6,0.8,.760,0.6,1.4,2.0,2.4,0.4,0.0,0.7,1.0,2.8
438,Kira Lewis Jr.,20,24,0,14.2,2.5,6.1,.404,0.5,2.4,.224,1.9,3.7,.523,.449,0.4,0.5,.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9
439,Trey Murphy III,21,62,1,13.9,1.8,4.5,.394,1.1,3.0,.382,0.6,1.5,.418,.522,0.7,0.8,.882,0.8,1.6,2.4,0.6,0.4,0.1,0.3,1.0,5.4
440,Naji Marshall,24,55,4,13.4,2.0,4.9,.405,0.4,1.9,.200,1.6,3.0,.537,.444,1.3,1.7,.796,0.7,1.9,2.6,1.1,0.6,0.1,0.8,1.3,5.7
441,Tyrone Wallace,27,6,0,12.5,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.2,0.8,.200,0.0,1.3,1.3,0.2,0.5,0.2,0.3,1.2,2.8
442,Gary Clark,27,38,1,9.9,0.9,2.3,.375,0.7,1.8,.400,0.1,0.5,.278,.534,0.2,0.3,.700,0.6,1.8,2.4,0.5,0.3,0.2,0.3,0.5,2.7
443,Jared Harper,24,5,0,8.6,2.8,5.2,.538,1.0,2.4,.417,1.8,2.8,.643,.635,0.8,0.8,1.000,0.4,0.0,0.4,2.8,0.8,0.2,0.4,1.0,7.4
444,Alize Johnson,25,4,0,7.0,0.8,2.5,.300,0.0,0.0,,0.8,2.5,.300,.300,0.8,1.0,.750,1.8,1.5,3.3,0.3,0.5,0.0,0.3,0.8,2.3
445,Didi Louzada,22,2,0,3.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
446,Julius Randle,27,72,72,35.3,7.1,17.3,.411,1.7,5.4,.308,5.4,11.9,.458,.459,4.2,5.6,.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1
447,RJ Barrett,21,70,70,34.5,7.0,17.1,.408,2.0,5.8,.342,5.0,11.3,.442,.466,4.1,5.8,.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0
448,Evan Fournier,29,80,80,29.5,5.0,12.1,.417,3.0,7.7,.389,2.0,4.3,.465,.541,1.0,1.4,.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1
449,Alec Burks,30,81,44,28.6,3.5,9.0,.391,1.9,4.8,.404,1.6,4.2,.378,.499,2.7,3.3,.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7
450,Mitchell Robinson,23,72,62,25.7,3.6,4.8,.761,0.0,0.0,,3.6,4.8,.761,.761,1.2,2.5,.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5
451,Kemba Walker,31,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6
452,Derrick Rose,33,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
453,Immanuel Quickley,22,78,3,23.1,3.6,9.3,.392,1.8,5.1,.346,1.9,4.2,.448,.487,2.3,2.6,.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3
454,Nerlens Noel,27,25,11,22.5,1.3,2.4,.533,0.0,0.1,.000,1.3,2.3,.561,.533,0.8,1.2,.700,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4
455,Taj Gibson,36,52,4,18.2,1.7,3.2,.518,0.3,0.7,.395,1.4,2.5,.555,.563,0.8,1.0,.808,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.6,4.4
456,Quentin Grimes,21,46,6,17.1,2.1,5.1,.404,1.6,4.1,.381,0.5,1.0,.500,.557,0.3,0.4,.684,0.5,1.5,2.0,1.0,0.7,0.2,0.6,1.6,6.0
457,Obi Toppin,23,72,10,17.1,3.5,6.6,.531,0.7,2.3,.308,2.8,4.2,.655,.586,1.3,1.7,.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0
458,Cam Reddish,22,15,0,14.3,1.8,4.3,.415,0.5,2.1,.258,1.3,2.3,.559,.477,1.9,2.1,.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1
459,Jericho Sims,23,41,5,13.5,1.0,1.3,.722,0.0,0.0,,1.0,1.3,.722,.722,0.3,0.7,.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2
460,Damyean Dotson,27,2,0,10.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
461,Miles McBride,21,40,2,9.3,0.8,2.7,.296,0.4,1.7,.250,0.4,1.0,.375,.375,0.2,0.3,.667,0.1,1.0,1.1,1.0,0.4,0.0,0.1,1.1,2.2
462,Kevin Knox,22,13,0,8.5,1.2,3.1,.375,0.8,2.2,.357,0.4,0.9,.417,.500,0.5,0.8,.700,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6
463,Ryan Arcidiacono,27,10,0,7.6,0.6,1.2,.500,0.4,0.9,.444,0.2,0.3,.667,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.1,0.0,0.3,0.5,1.6
464,Wayne Selden,27,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
465,Feron Hunt,22,2,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0
466,Danuel House Jr.,28,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Matt Mooney,24,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
468,Tyler Hall,24,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Zavier Simpson,24,4,4,43.5,4.8,13.0,.365,0.3,2.0,.125,4.5,11.0,.409,.375,1.3,1.3,1.000,0.5,4.8,5.3,7.5,1.3,1.0,2.5,3.8,11.0
470,Georgios Kalaitzakis,23,4,4,41.5,6.5,14.0,.464,2.0,5.5,.364,4.5,8.5,.529,.536,2.5,5.3,.476,0.5,2.8,3.3,3.0,2.5,0.3,4.0,2.8,17.5
471,Melvin Frazier,25,3,0,40.0,4.3,16.0,.271,0.3,7.0,.048,4.0,9.0,.444,.281,1.7,2.3,.714,1.7,2.7,4.3,0.3,0.3,0.0,1.0,2.7,10.7
472,Shai Gilgeous-Alexander,23,56,56,34.7,8.5,18.8,.453,1.6,5.3,.300,6.9,13.5,.514,.496,5.9,7.2,.810,0.7,4.3,5.0,5.9,1.3,0.8,2.8,2.5,24.5
473,Jaylen Hoard,22,7,5,34.3,6.3,12.9,.489,1.3,3.6,.360,5.0,9.3,.538,.539,0.9,2.0,.429,4.3,7.7,12.0,2.4,0.9,0.7,1.1,2.0,14.7
474,Luguentz Dort,22,51,51,32.6,5.7,14.2,.404,2.5,7.7,.332,3.2,6.6,.487,.493,3.2,3.7,.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2
475,Josh Giddey,19,54,54,31.5,5.2,12.4,.419,1.0,3.9,.263,4.2,8.5,.492,.461,1.0,1.5,.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5
